Sujet	Bloc	Stim	Hits	FA	Miss	RC	RT	Diss	m_ppo	m_td	m_iti	t_pi	t_ra	t_td	m_density	Uncertainty
18	4	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	3702.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
18	4	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	2708.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
18	4	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	1874.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
18	4	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	1	0	0	0	6821.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
18	4	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	1	0	0	0	3418.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
18	4	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
18	4	mask_ppo_64_iti_03_td_002	0	1	0	0	9441.0		64.0	0.02	300.0				23.0	339.0
18	4	mask_ppo_64_iti_07_td_002	0	1	0	0	4967.0		64.0	0.02	700.0				20.0	409.0
18	4	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
18	4	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	4834.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	4858.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	5127.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	5007.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	5902.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	3826.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2625.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	1935.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	1	0	0	0	7040.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	1	0	0	0	4207.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
18	4	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
18	4	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
18	4	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
18	4	mask_ppo_96_iti_11_td_002	0	1	0	0	6135.0		96.0	0.02	1100.0				28.0	663.0
18	4	mask_ppo_96_iti_15_td_002	0	1	0	0	3399.0		96.0	0.02	1500.0				27.0	695.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	1	0	0	0	6859.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	1	0	0	0	4935.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	7012.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	4053.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	2756.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	8700.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	2007.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	2749.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
18	4	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	1	0	0	0	5998.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
18	5	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
18	5	mask_ppo_128_iti_07_td_002	0	1	0	0	8729.0		128.0	0.02	700.0				40.0	819.0
18	5	mask_ppo_128_iti_11_td_002	0	1	0	0	5059.0		128.0	0.02	1100.0				37.0	884.0
18	5	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	6613.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	5737.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	8483.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	6160.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	6677.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	2941.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	1	0	0	0	4464.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	1	0	0	0	7604.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
18	5	mask_ppo_32_iti_03_td_002	0	1	0	0	4017.0		32.0	0.02	300.0				11.0	169.0
18	5	mask_ppo_32_iti_03_td_002	0	1	0	0	2307.0		32.0	0.02	300.0				11.0	169.0
18	5	mask_ppo_32_iti_07_td_002	0	1	0	0	5618.0		32.0	0.02	700.0				10.0	205.0
18	5	mask_ppo_32_iti_11_td_002	0	1	0	0	4264.0		32.0	0.02	1100.0				9.0	221.0
18	5	mask_ppo_32_iti_15_td_002	0	1	0	0	8426.0		32.0	0.02	1500.0				9.0	232.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	4012.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	5860.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	3810.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	3042.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	3434.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	4902.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	2690.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	1909.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
18	5	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
18	5	mask_ppo_64_iti_03_td_002	0	1	0	0	9790.0		64.0	0.02	300.0				23.0	339.0
18	5	mask_ppo_64_iti_07_td_002	0	1	0	0	6240.0		64.0	0.02	700.0				20.0	409.0
18	5	mask_ppo_64_iti_11_td_002	0	1	0	0	7102.0		64.0	0.02	1100.0				19.0	442.0
18	5	mask_ppo_64_iti_15_td_002	0	1	0	0	5471.0		64.0	0.02	1500.0				18.0	464.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	4023.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	6807.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2731.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2645.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	1	0	0	0	4695.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	1	0	0	0	4850.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
18	5	mask_ppo_96_iti_03_td_002	0	1	0	0	5641.0		96.0	0.02	300.0				34.0	508.0
18	5	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
18	5	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
18	5	mask_ppo_96_iti_11_td_002	0	1	0	0	3052.0		96.0	0.02	1100.0				28.0	663.0
18	5	mask_ppo_96_iti_15_td_002	0	1	0	0	6897.0		96.0	0.02	1500.0				27.0	695.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	1	0	0	0	7507.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	1	0	0	0	5494.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	7685.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	2580.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	5787.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	2725.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	4037.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	1	0	0	0	6901.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
18	5	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	1	0	0	0	3555.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
19	1	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
19	1	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
19	1	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
19	1	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
19	1	mask_ppo_128_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	2893.0	80.0	128.0	0.02	1100.0	1000.0	1.0	0.1	37.0	884.0
19	1	mask_ppo_128_td_002_iti_11_target_fq_2045_td_01_r_1	0	0	1	0	0.0	80.0	128.0	0.02	1100.0	2045.0	1.0	0.1	37.0	884.0
19	1	mask_ppo_128_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	3110.0	80.0	128.0	0.02	1100.0	2924.0	1.0	0.1	37.0	884.0
19	1	mask_ppo_128_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1880.0	80.0	128.0	0.02	1500.0	1000.0	1.0	0.1	36.0	927.0
19	1	mask_ppo_128_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1949.0	80.0	128.0	0.02	1500.0	2045.0	1.0	0.1	36.0	927.0
19	1	mask_ppo_128_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1939.0	80.0	128.0	0.02	1500.0	2924.0	1.0	0.1	36.0	927.0
19	1	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
19	1	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
19	1	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
19	1	mask_ppo_32_iti_15_td_002	0	1	0	0	8728.0		32.0	0.02	1500.0				9.0	232.0
19	1	mask_ppo_32_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1851.0	80.0	32.0	0.02	1100.0	1000.0	1.0	0.1	9.0	221.0
19	1	mask_ppo_32_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1767.0	80.0	32.0	0.02	1100.0	2045.0	1.0	0.1	9.0	221.0
19	1	mask_ppo_32_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	2232.0	80.0	32.0	0.02	1100.0	2924.0	1.0	0.1	9.0	221.0
19	1	mask_ppo_32_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1860.0	80.0	32.0	0.02	1500.0	1000.0	1.0	0.1	9.0	232.0
19	1	mask_ppo_32_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1927.0	80.0	32.0	0.02	1500.0	2045.0	1.0	0.1	9.0	232.0
19	1	mask_ppo_32_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1086.0	80.0	32.0	0.02	1500.0	2924.0	1.0	0.1	9.0	232.0
19	1	mask_ppo_4_iti_03_td_002	0	0	0	1	0.0		4.0	0.02	300.0				1.0	21.0
19	1	mask_ppo_4_iti_07_td_002	0	0	0	1	0.0		4.0	0.02	700.0				1.0	25.0
19	1	mask_ppo_4_iti_11_td_002	0	0	0	1	0.0		4.0	0.02	1100.0				1.0	27.0
19	1	mask_ppo_4_iti_15_td_002	0	1	0	0	9836.0		4.0	0.02	1500.0				1.0	29.0
19	1	mask_ppo_4_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1673.0	80.0	4.0	0.02	1100.0	1000.0	1.0	0.1	1.0	27.0
19	1	mask_ppo_4_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	3021.0	80.0	4.0	0.02	1100.0	2045.0	1.0	0.1	1.0	27.0
19	1	mask_ppo_4_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1826.0	80.0	4.0	0.02	1100.0	2924.0	1.0	0.1	1.0	27.0
19	1	mask_ppo_4_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	2867.0	80.0	4.0	0.02	1500.0	1000.0	1.0	0.1	1.0	29.0
19	1	mask_ppo_4_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	2895.0	80.0	4.0	0.02	1500.0	2045.0	1.0	0.1	1.0	29.0
19	1	mask_ppo_4_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1671.0	80.0	4.0	0.02	1500.0	2924.0	1.0	0.1	1.0	29.0
19	1	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
19	1	mask_ppo_64_iti_07_td_002	0	1	0	0	9085.0		64.0	0.02	700.0				20.0	409.0
19	1	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
19	1	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
19	1	mask_ppo_64_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	2115.0	80.0	64.0	0.02	1100.0	1000.0	1.0	0.1	19.0	442.0
19	1	mask_ppo_64_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1933.0	80.0	64.0	0.02	1100.0	2045.0	1.0	0.1	19.0	442.0
19	1	mask_ppo_64_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1870.0	80.0	64.0	0.02	1100.0	2924.0	1.0	0.1	19.0	442.0
19	1	mask_ppo_64_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1909.0	80.0	64.0	0.02	1500.0	1000.0	1.0	0.1	18.0	464.0
19	1	mask_ppo_64_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1871.0	80.0	64.0	0.02	1500.0	2045.0	1.0	0.1	18.0	464.0
19	1	mask_ppo_64_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1890.0	80.0	64.0	0.02	1500.0	2924.0	1.0	0.1	18.0	464.0
19	1	mask_ppo_8_iti_03_td_002	0	0	0	1	0.0		8.0	0.02	300.0				3.0	42.0
19	1	mask_ppo_8_iti_07_td_002	0	0	0	1	0.0		8.0	0.02	700.0				2.0	51.0
19	1	mask_ppo_8_iti_11_td_002	0	1	0	0	8494.0		8.0	0.02	1100.0				2.0	55.0
19	1	mask_ppo_8_iti_15_td_002	0	0	0	1	0.0		8.0	0.02	1500.0				2.0	58.0
19	1	mask_ppo_8_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1620.0	80.0	8.0	0.02	1100.0	1000.0	1.0	0.1	2.0	55.0
19	1	mask_ppo_8_td_002_iti_11_target_fq_2045_td_01_r_1	0	0	1	0	0.0	80.0	8.0	0.02	1100.0	2045.0	1.0	0.1	2.0	55.0
19	1	mask_ppo_8_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1693.0	80.0	8.0	0.02	1100.0	2924.0	1.0	0.1	2.0	55.0
19	1	mask_ppo_8_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1595.0	80.0	8.0	0.02	1500.0	1000.0	1.0	0.1	2.0	58.0
19	1	mask_ppo_8_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1717.0	80.0	8.0	0.02	1500.0	2045.0	1.0	0.1	2.0	58.0
19	1	mask_ppo_8_td_002_iti_15_target_fq_2924_td_01_r_1	0	0	1	0	0.0	80.0	8.0	0.02	1500.0	2924.0	1.0	0.1	2.0	58.0
19	1	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
19	1	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
19	1	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
19	1	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
19	1	mask_ppo_96_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	4170.0	80.0	96.0	0.02	1100.0	1000.0	1.0	0.1	28.0	663.0
19	1	mask_ppo_96_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	4844.0	80.0	96.0	0.02	1100.0	2045.0	1.0	0.1	28.0	663.0
19	1	mask_ppo_96_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	2397.0	80.0	96.0	0.02	1100.0	2924.0	1.0	0.1	28.0	663.0
19	1	mask_ppo_96_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1850.0	80.0	96.0	0.02	1500.0	1000.0	1.0	0.1	27.0	695.0
19	1	mask_ppo_96_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1962.0	80.0	96.0	0.02	1500.0	2045.0	1.0	0.1	27.0	695.0
19	1	mask_ppo_96_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1974.0	80.0	96.0	0.02	1500.0	2924.0	1.0	0.1	27.0	695.0
19	2	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
19	2	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
19	2	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
19	2	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
19	2	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	5901.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	4931.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	1918.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	2023.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	4886.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	2994.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
19	2	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
19	2	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
19	2	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
19	2	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
19	2	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	3638.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	2943.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	3160.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	3763.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	6024.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	2513.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
19	2	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	1921.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
